,Product Name,Reviews,Key Ingredients,Category,Tokens,Product_Sentiments
184,Hair Regrowth Combo : Onion Shampoo and Onion Conditioner,Effective product.. It works,['à®†à®©à®¿à®¯à®©à¯ à®šà¯€à®Ÿà¯ à®†à®¯à®¿à®²à¯ ' 'à®ˆà®°à®®à®¾à®© à®¤à®²à¯ˆà®®à¯à®Ÿà®¿ à®®à®±à¯à®±à¯à®®à¯ à®‰à®šà¯à®šà®¨à¯à®¤à®²à¯ˆà®¯à®¿à®²à¯ à®µà®¿à®°à®²à¯ à®¨à¯à®©à®¿à®•à®³à®¿à®©à¯ à®µà®´à®¿à®¯à®¾à®• à®·à®¾à®®à¯à®ªà¯‚à®µà¯ˆ à®®à¯†à®¤à¯à®µà®¾à®• à®®à®šà®¾à®œà¯ à®šà¯†à®¯à¯à®¯à¯à®™à¯à®•à®³à¯.' 'à®µà¯†à®¤à¯à®µà¯†à®¤à¯à®ªà¯à®ªà®¾à®© à®…à®²à¯à®²à®¤à¯ à®šà®¾à®¤à®¾à®°à®£ à®¨à¯€à®°à®¿à®²à¯ à®¨à®©à¯à®•à¯ à®…à®²à®šà®µà¯à®®à¯.' 'à®•à®£à¯à®Ÿà®¿à®·à®©à®°à¯ˆ à®ªà¯‹à®¤à¯à®®à®¾à®© à®…à®³à®µà¯ à®Žà®Ÿà¯à®¤à¯à®¤à¯à®•à¯ à®•à¯Šà®³à¯à®³à¯à®™à¯à®•à®³à¯.' 'à®ˆà®°à®®à®¾à®© à®•à¯‚à®¨à¯à®¤à®²à®¿à®²à¯ à®‡à®¤à¯ˆà®ªà¯ à®ªà®¯à®©à¯à®ªà®Ÿà¯à®¤à¯à®¤à¯à®™à¯à®•à®³à¯' 'à®…à®©à¯ˆà®¤à¯à®¤à¯ à®µà®¯à®¤à®¿à®²à¯à®®à¯ à®‰à®³à¯à®³ à®†à®£à¯à®•à®³à¯ & à®ªà¯†à®£à¯à®•à®³à¯' 'à®‰à®²à®°à¯à®¨à¯à®¤ à®šà¯‡à®¤à®®à®Ÿà¯ˆà®¨à¯à®¤ à®µà®£à¯à®£à®®à¯‚à®Ÿà¯à®Ÿà®ªà¯à®ªà®Ÿà¯à®Ÿ à®®à®±à¯à®±à¯à®®à¯ à®µà¯‡à®¤à®¿à®¯à®¿à®¯à®²à¯ à®šà®¿à®•à®¿à®šà¯à®šà¯ˆ à®šà¯†à®¯à¯à®¤ à®®à¯à®Ÿà®¿à®•à®³à¯à®•à¯à®•à¯.'],['Hair Shampoo'],['hair' 'regrowth' 'combo' 'onion' 'shampoo' 'onion' 'conditioner'],"{'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regrowth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®†à®©à®¿à®¯à®©à¯\x8d à®šà¯€à®Ÿà¯\x8d à®†à®¯à®¿à®²à¯\x8d ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®ˆà®°à®®à®¾à®© à®¤à®²à¯ˆà®®à¯\x81à®Ÿà®¿ à®®à®±à¯\x8dà®±à¯\x81à®®à¯\x8d à®‰à®šà¯\x8dà®šà®¨à¯\x8dà®¤à®²à¯ˆà®¯à®¿à®²à¯\x8d à®µà®¿à®°à®²à¯\x8d à®¨à¯\x81à®©à®¿à®•à®³à®¿à®©à¯\x8d à®µà®´à®¿à®¯à®¾à®• à®·à®¾à®®à¯\x8dà®ªà¯‚à®µà¯ˆ à®®à¯†à®¤à¯\x81à®µà®¾à®• à®®à®šà®¾à®œà¯\x8d à®šà¯†à®¯à¯\x8dà®¯à¯\x81à®™à¯\x8dà®•à®³à¯\x8d.': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®µà¯†à®¤à¯\x81à®µà¯†à®¤à¯\x81à®ªà¯\x8dà®ªà®¾à®© à®…à®²à¯\x8dà®²à®¤à¯\x81 à®šà®¾à®¤à®¾à®°à®£ à®¨à¯€à®°à®¿à®²à¯\x8d à®¨à®©à¯\x8dà®•à¯\x81 à®…à®²à®šà®µà¯\x81à®®à¯\x8d.': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®•à®£à¯\x8dà®Ÿà®¿à®·à®©à®°à¯ˆ à®ªà¯‹à®¤à¯\x81à®®à®¾à®© à®…à®³à®µà¯\x81 à®Žà®Ÿà¯\x81à®¤à¯\x8dà®¤à¯\x81à®•à¯\x8d à®•à¯Šà®³à¯\x8dà®³à¯\x81à®™à¯\x8dà®•à®³à¯\x8d.': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®ˆà®°à®®à®¾à®© à®•à¯‚à®¨à¯\x8dà®¤à®²à®¿à®²à¯\x8d à®‡à®¤à¯ˆà®ªà¯\x8d à®ªà®¯à®©à¯\x8dà®ªà®Ÿà¯\x81à®¤à¯\x8dà®¤à¯\x81à®™à¯\x8dà®•à®³à¯\x8d': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®…à®©à¯ˆà®¤à¯\x8dà®¤à¯\x81 à®µà®¯à®¤à®¿à®²à¯\x81à®®à¯\x8d à®‰à®³à¯\x8dà®³ à®†à®£à¯\x8dà®•à®³à¯\x8d & à®ªà¯†à®£à¯\x8dà®•à®³à¯\x8d': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'à®‰à®²à®°à¯\x8dà®¨à¯\x8dà®¤ à®šà¯‡à®¤à®®à®Ÿà¯ˆà®¨à¯\x8dà®¤ à®µà®£à¯\x8dà®£à®®à¯‚à®Ÿà¯\x8dà®Ÿà®ªà¯\x8dà®ªà®Ÿà¯\x8dà®Ÿ à®®à®±à¯\x8dà®±à¯\x81à®®à¯\x8d à®µà¯‡à®¤à®¿à®¯à®¿à®¯à®²à¯\x8d à®šà®¿à®•à®¿à®šà¯\x8dà®šà¯ˆ à®šà¯†à®¯à¯\x8dà®¤ à®®à¯\x81à®Ÿà®¿à®•à®³à¯\x81à®•à¯\x8dà®•à¯\x81.': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Regrowth Combo : Onion Shampoo and Onion Conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 1}}"
185,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin ,super......product...,[],['Hair Oil' 'Hair Shampoo'],['onion' 'shampoo' 'hair' 'growth' 'hair' 'fall' 'control' 'onion' 'oil' 'plant' 'keratin'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'plant': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'keratin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}}"
187,Onion Hair Mask For Hair Fall Control With Onion Oil and Organic Bamboo Vinegar,The skin plump serum for glowing skin is a boon for my skin. Makes my skin feel smooth and over time I have started noticing that my skinâ€™s texture has become so good.,[],['Hair Oil'],['onion' 'hair' 'mask' 'hair' 'fall' 'control' 'onion' 'oil' 'organic' 'bamboo' 'vinegar'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'organic': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'vinegar': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Hair Mask For Hair Fall Control With Onion Oil and Organic Bamboo Vinegar': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 1}}"
188,Onion Conditioner for Hair Growth and Hair Fall Control with Onion and Coconut,Simply superb product... no itching n dryness n dandruff... scalp healed n got healthy over time.. loved it,[],['NA'],['onion' 'conditioner' 'hair' 'growth' 'hair' 'fall' 'control' 'onion' 'coconut'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coconut': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Conditioner for Hair Growth and Hair Fall Control with Onion and Coconut': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
190,Argan Conditioner with Argan & Apple Cider Vinegar for FrizzFree and Stronger Hair ,It really worked after first use only. Thanks!! mamaearth,['Argan Oil '],['NA'],['argan' 'conditioner' 'argan' 'apple' 'cider' 'vinegar' 'frizz' 'free' 'strong' 'hair'],"{'argan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'apple': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cider': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'vinegar': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'frizz': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'free': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'strong': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Argan Conditioner with Argan & Apple Cider Vinegar for FrizzFree and Stronger Hair ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 0, 'Neutral': 1}}"
194,Onion Shampoo 400ml and Onion Conditioner 250ml Combo,Really awesome.Everyone should try .,['Onion Seed Oil ' 'Onion Seed Oil '],['NA'],['onion' 'shampoo' '400ml' 'onion' 'conditioner' '250ml' 'combo'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '400ml': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '250ml': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Shampoo 400ml and Onion Conditioner 250ml Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 0, 'Neutral': 1}}"
197,Skin Illuminate Face Serum and Bye Bye Dark Circles Combo,The best buy online for glowing skin. Protects my skin and perfect for glowing skin. Mamaearth anti pollution face cream is my musthave.,['Vitamin C ' 'Cucumber Extract ' 'Daisy Flower Extract ' 'Peptides ' 'Hawkweed Extract '],['Face Cream'],['skin' 'illuminate' 'face' 'serum' 'bye' 'bye' 'dark' 'circles' 'combo'],"{'skin': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'illuminate': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 1, 'Neutral': 0}, 'serum': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bye': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dark': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'circles': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Cucumber Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Daisy Flower Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Peptides ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hawkweed Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Skin Illuminate Face Serum and Bye Bye Dark Circles Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 1, 'Neutral': 0}}"
198,Bye Bye Blemishes 30g and Bye Bye Dark Circles Combo,My daughter has very curly hairs and it was a task to comb her hair after shampoo. Finally got to know about the mamaearth detangle and ordered it. Its an amazing product and now its easy to comb her hair. Must try for curly hairs.,['Vitamin C ' 'Daisy Flower Extract ' 'Licorice Extract ' 'Mulberry Extract ' 'Cucumber Extract ' 'Daisy Flower Extract ' 'Peptides ' 'Hawkweed Extract '],['NA'],['bye' 'bye' 'blemishes' '30' 'g' 'bye' 'bye' 'dark' 'circles' 'combo'],"{'bye': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'blemishes': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '30': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'g': {'Positive': 1, 'Negative': 0, 'Neutral': 2}, 'dark': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'circles': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Daisy Flower Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Licorice Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Mulberry Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Cucumber Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Peptides ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hawkweed Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Bye Bye Blemishes 30g and Bye Bye Dark Circles Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 3}}"
199,Tea Tree Shampoo and Onion Hair Oil Combo,This is the best onion hair oil for hair growth out there. It works so well that I have recommended it to all my friends and family already.,['Tea Tree Oil ' 'Ginger Oil ' 'Onion Seed Oil '],['Hair Oil' 'Hair Shampoo'],['tea' 'tree' 'shampoo' 'onion' 'hair' 'oil' 'combo'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'onion': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ginger Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Shampoo and Onion Hair Oil Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
200,Skin Illuminate Face Serum and Bye Bye Blemishes 30g Combo,Even though Mamaearth neem face mask is not for dry skin i've used it and it has been easy on my skin. Very comfortable and refreshing.,['Vitamin C ' 'MULBERRY EXTRACT ' 'DAISY FLOWER ' 'GERANIUM OIL ' 'VETIVER OIL '],['Face Cream'],['skin' 'illuminate' 'face' 'serum' 'bye' 'bye' 'blemishes' '30' 'g' 'combo'],"{'skin': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'illuminate': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'serum': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bye': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'blemishes': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '30': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'g': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Vitamin C ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'MULBERRY EXTRACT ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'DAISY FLOWER ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'GERANIUM OIL ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'VETIVER OIL ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Skin Illuminate Face Serum and Bye Bye Blemishes 30g Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
201,Tea Tree Face Wash and Bye Bye Blemishes 30ml Combo,HIâ€™ I am Pranjul Sarma have been using Mamaearth Onion oil for a long time now and it deals with all kinds of hair problems whether it's hair fall dandruff hair thinning or anything. Earlier I used to apply onion mixed in oil but it gave results in a very long time and that's a time taking process but this hair oil has solved my problem.,['Neem ' 'Aloe Vera ' 'Tea Tree Oil ' 'MULBERRY EXTRACT ' 'DAISY FLOWER ' 'GERANIUM OIL ' 'VETIVER OIL '],['Face Wash'],['tea' 'tree' 'face' 'wash' 'bye' 'bye' 'blemishes' '30ml' 'combo'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bye': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'blemishes': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '30ml': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Neem ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Aloe Vera ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'MULBERRY EXTRACT ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'DAISY FLOWER ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'GERANIUM OIL ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'VETIVER OIL ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Face Wash and Bye Bye Blemishes 30ml Combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 0, 'Negative': 2, 'Neutral': 0}}"
217,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin,I have seen a change in my skin..it's glowing and clean..use it twice or thrice a day whenever I get time to wash my face. Started using it on my hair too..will definitely post how it's working,['Onion Seed Oil '],['Hair Oil' 'Hair Shampoo'],['onion' 'shampoo' 'hair' 'growth' 'hair' 'fall' 'control' 'onion' 'oil' 'plant' 'keratin'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 2, 'Negative': 0, 'Neutral': 0}, 'growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'plant': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'keratin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 1}}"
220,Tea Tree AntiDandruff Hair Regime Kit,I just love Mamaearth's aloe turmeric gel. Its a unique combination which very few brands having and these both ingredients works well on skin. Very thin hence easily merged in skin so well. Nice product.,['Tea Tree Oil ' 'Agaan Oil '],['Hair Kit'],['tea' 'tree' 'anti' 'dandruff' 'hair' 'regime' 'kit'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'anti': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dandruff': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regime': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Agaan Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree AntiDandruff Hair Regime Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 4, 'Negative': 0, 'Neutral': 0}}"
221,Tea Tree Shampoo for Dandruff Free Hair ,Very gentle fragrance. good product for little ones,['Tea Tree Oil ' 'Ginger Oil '],['Hair Shampoo'],['tea' 'tree' 'shampoo' 'dandruff' 'free' 'hair'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dandruff': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'free': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ginger Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Shampoo for Dandruff Free Hair ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
222,CoCo Body Butter for Dry Skin with Coffee & Cocoa for Deep Moisturization,Mamaearth body mist for babies is an awesome product....i gifted to my brother's daughter n they r really happy by this product...it keeps baby fresh all day ..mild fragrance......chemical free n natural....,['Theobroma Cocoa Seed Butter '],['Body Kit'],['coco' 'body' 'butter' 'dry' 'skin' 'coffee' 'cocoa' 'deep' 'moisturization'],"{'coco': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'body': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'butter': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dry': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'coffee': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cocoa': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'deep': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Theobroma Cocoa Seed Butter ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'CoCo Body Butter for Dry Skin with Coffee & Cocoa for Deep Moisturization': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
223,Ubtan Body Butter For Dry Skin With Turmeric & Honey For Deep Nourishment ,It's awesome product really kind of magical result.,['Turmeric ' 'Honey '],['Body Kit'],['ubtan' 'body' 'butter' 'dry' 'skin' 'turmeric' 'honey' 'deep' 'nourishment'],"{'ubtan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'body': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'butter': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dry': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'honey': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'deep': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'nourishment': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Honey ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ubtan Body Butter For Dry Skin With Turmeric & Honey For Deep Nourishment ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
